6.65132 7.80573 7.86492 7.55059 7.80573 8.46637 7.57154 7.23246 8.57996 
8.96879 8.89212 9.33458 9.38361 9.33458 9.17221 8.89212 9.38361 8.89212 
1.33188 8.4213 8.39072 8.64932 8.79647 8.47296 8.39072 8.4213 8.39072 
7.12919 7.67271 8.60722 7.12919 7.67271 8.46637 7.12919 7.80573 7.91228 
9.82053 8.76013 9.82053 9.58893 9.58893 9.58893 8.72952 8.72952 8.72952 

2.40357 4.06614 0 1.35188 2.33164 0 1.39597 1.09827 0 
1.29054 1.34802 1.23633 1.33352 1.37265 1.3292 1.34816 1.35643 1.35045 
2.23502 2.21432 2.11174 2.48895 2.41243 2.31504 2.57082 2.56197 2.52767 
1.07978 1.03814 1.03579 1.06261 1.05944 1.03579 1.06585 1.05176 1.04424 
0.536971 0.523188 0.572303 0.54705 0.530369 0.576437 0.544114 0.563171 0.599265 

0.780087 0.782549 0.7774 0.782549 0.782549 0.780087 0.782549 0.782549 0.782549 
4.1463 0 0 1.42167 0 2.0947 1.23705 1.774 1.04648 
0.777745 0.777704 0.777992 0.780175 0.777745 0.778957 0.776325 0.778957 0.778957 
0.726231 0.736201 0.736201 0.720754 0.729476 0.732315 0.714952 0.72574 0.726437 
0.770953 0.766492 0.774844 0.771881 0.772311 0.766088 0.769086 0.765877 0.769767 

5.89752 6.08767 6.08901 5.89752 5.67588 5.89752 5.67588 5.89752 5.67588 
5.54281 5.86838 5.86838 5.86838 5.54731 5.49126 1.96399 5.49126 5.49126 
5.63532 5.63532 5.63532 5.64954 5.45139 5.97342 1.4168 5.14251 5.97342 
6.4502 6.25726 5.99559 6.26434 5.99559 6.2541 5.82948 6.01175 6.4502 
5.31365 5.31157 5.31157 5.0455 5.23153 5.31365 5.09556 5.52195 5.31365 

18.6694 22.6875 21.8157 20.0557 20.0557 22.0114 1.04934 3.32407 22.6875 
21.2087 21.5061 21.5061 17.1066 21.0275 21.2087 21.5061 21.5061 22.9939 
19.3114 18.3766 22.9939 22.9939 18.9316 18.3766 18.9316 22.9939 20.9328 
15.0162 16.0779 15.1806 13.9507 15.0162 16.0779 6.71446 16.9766 15.1806 
4.65756 18.6694 21.8157 1.38084 20.3427 18.0681 13.481 23.7473 19.0221 

5.42218 5.42218 5.42218 5.41809 5.41809 5.42218 4.7088 5.09764 5.56009 
5.40824 5.40824 5.40824 5.40824 5.40824 5.55179 5.55179 5.40824 5.55179 
5.0376 5.02647 5.21037 4.88285 5.13704 5.13704 4.76262 5.0538 5.13704 
4.53601 4.53601 4.30111 4.38534 4.30111 4.20887 4.38534 4.53601 4.20887 
5.48886 5.49127 5.36481 5.29914 5.28678 5.48886 5.21892 5.35085 5.48886 

0.999984 1.0047 1.00809 1.00495 0.999984 0.999984 0.999984 1.00495 1.00495 
0 3.60859 3.66061 0 3.49514 3.67108 0 1.05921 4.10124 
0.660316 0.666089 0.67575 0.657879 0.661742 0.67928 0.656215 0.666401 0.693918 
0.810452 0.800143 0.801186 0.806294 0.800143 0.800143 0.803947 0.800143 0.800121 
1.50602 1.49744 1.48605 1.51325 1.4964 1.49744 1.4964 1.49744 1.48605 

4.53177 4.51342 0.713715 4.68996 4.35522 0.584953 2.96246 3.61353 0.582091 
4.5122 4.22419 4.51615 4.57653 4.57653 4.57653 4.49418 4.51615 4.22419 
5.21486 5.21486 4.85896 5.21486 5.23135 4.85896 5.23135 5.21486 5.23135 
5.04642 5.15223 5.16471 5.21486 5.21486 5.04642 5.16471 5.04642 5.21486 
5.15064 5.04642 5.04642 5.04642 4.79248 4.98803 4.98803 5.04642 4.98803 

1.00507 1.00158 0.979964 1.00507 0.996127 0.690128 0.534472 0.534188 0.533885 
0.643663 0.624727 0.593401 0.612929 0.59943 0.570819 0.535991 0.551392 0.559694 
0.706077 0.701657 0.696406 0.70056 0.69313 0.680784 0.590929 0.591052 0.591309 
0.890247 0.882631 0.882631 0.882631 0.881209 0.854463 0.530638 0.530638 0.530757 
0.82581 0.822591 0.808286 0.819411 0.813165 0.709106 0.5699 0.570298 0.570298 

0 0.05 0 0 0 0.1 0 0 0.1 
0 0 0 0 0 0 0 0 0 
0 0 0 0.674491 0.642487 0.610995 0.59729 0.595262 0 
0 0 0 1.87948 1.62198 1.21661 0.834456 0.737733 0 
0 0.1 0 0 0 0.1 0.1 0 0.05 

5.10981 5.06739 5.06739 5.03461 5.11384 5.06739 5.08116 5.02502 5.06739 
5.51249 5.51249 5.51249 5.54782 5.42871 5.51249 5.4434 5.4828 5.55258 
4.1474 4.05164 4.09028 4.02046 3.98223 4.02046 3.98222 3.94147 3.90383 
4.72627 4.67245 4.67245 4.68938 4.67245 4.67245 4.68938 4.68938 4.7492 
3.45457 3.45826 3.48535 3.45457 3.45826 3.45826 3.45457 3.45826 3.48535 

0.833719 0.836398 0.833817 0.768285 0.828427 0.833719 0.763419 0.779034 0.833719 
0.753333 0.753333 0.759733 0.734525 0.749085 0.751942 0.729471 0.736991 0.744114 
0.789201 0.790497 0.788152 0.782704 0.791362 0.791362 0.78026 0.783119 0.791362 
0.789201 0.78961 0.789835 0.781906 0.788152 0.790474 0.782704 0.783119 0.788344 
0.849175 0.849175 0.849175 0.850324 0.849175 0.850324 0.839087 0.849175 0.850324 

9.21707 8.95761 9.21707 9.21707 9.21707 9.17247 9.21707 9.53961 9.69086 
8.82942 9.32444 8.82942 9.40208 8.82942 8.82942 9.32027 9.08091 9.32444 
5.18904 5.35767 5.52475 5.24531 5.18904 5.52475 5.35767 5.35767 5.52475 
7.70046 7.67448 8.04024 7.70046 7.74021 8.04024 8.42014 8.88507 8.42014 
9.26221 9.26221 8.91171 9.1866 8.92843 9.26221 9.26221 9.1866 9.13819 

7.28483 7.30304 7.04798 7.04798 7.12513 7.16801 7.00674 7.12513 7.16801 
7.30137 7.24108 7.24108 7.24108 7.10756 7.24108 7.10756 7.24108 7.4737 
4.69911 4.68794 4.72104 4.65051 4.69911 4.65051 4.72104 4.74627 4.57741 
7.50497 7.4216 7.68703 7.53674 7.48857 7.4216 7.53674 7.53674 7.53674 
6.01348 6.01348 6.12497 6.01348 6.01348 6.01348 6.21337 6.01348 6.01348 

9.10369 7.97667 8.57085 9.01093 8.3135 8.65521 8.35688 8.74571 8.47813 
9.25874 9.35739 10.1069 9.06947 9.38708 9.74639 9.48129 9.74639 10.6463 
0.537946 8.13117 7.99491 0.538362 8.3531 8.13117 0.538475 8.13117 8.13117 
7.18608 8.13495 7.73293 7.73293 7.75633 7.75633 7.75633 7.73293 7.75633 
1.3197 10.1469 10.1469 1.16277 9.67808 1.33209 0.995261 1.09972 1.07626 

0.630658 1.22762 0 0 0.1 0.6213 0 0 0 
0.676625 7.42322 0 0 0 0.701713 0 0 0 
2.95085 0 0 1.11017 2.21383 0.05 1.13136 1.3313 0 
0 0 0 0.909472 0.851428 0 1.18735 1.4656 0 
0 0 0 1.59122 0 0 1.6724 0.934211 0 

3.9259 1.3317 0.940325 0.568991 0.852204 0.900162 0.56188 0.562501 0.659509 
1.77918 1.35267 0.901606 0.617002 0.847714 0.861566 0.560948 0.560948 0.601815 
4.01461 0.823267 0.1 0.55927 0.840708 0.866694 0.560343 0.560343 0.629936 
6.33054 1.33952 0.25 0.56681 0.850973 0.25 0 0 0.25 
1.5129 1.13826 0.1 0.550935 0.863646 1.0863 0.560569 0.551681 0.728636 

5.00512 5.22218 5.00512 5.11899 5.02642 3.99213 4.51276 4.26157 3.94139 
5.11571 4.9081 4.975 5.10253 5.00199 5.00199 4.91014 5.00199 4.91014 
4.28226 4.25243 4.28226 4.40201 4.30059 4.50101 4.57638 4.66188 4.57638 
2.77884 2.77884 2.71268 2.73943 2.73943 2.71268 2.71492 2.71492 2.68721 
4.91605 4.91605 5.0166 4.82771 5.15437 5.12019 4.95428 5.02689 5.16015 

0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 

11.652 11.652 11.652 11.652 9.37122 11.652 4.60315 8.82315 11.652 
15.3975 14.8185 16.6792 15.3975 16.7097 16.6792 3.99867 11.2443 13.9549 
13.9438 15.0066 13.9438 11.9813 13.491 11.9813 12.753 12.753 11.2405 
0.478352 0.478562 0.472955 0.472008 0.472008 0.472186 0.475005 0.475353 0.476291 
